"code_reg","FAP_3","emp_fap_reg","emp_reg","variable","nom_reg","GID","var_classe","REG","emp_fap_reg2","pourcentage"
101,"A0Z","2429.49","126983.02","1.9132","Guadeloupe","Dom____","1,5 - 2,0","1",2429.49,0.00522190669266561
102,"A0Z","2476.10","129619.25","1.9103","Martinique","Dom____","1,5 - 2,0","2",2476.1,0.00532208947627252
103,"A0Z","1069.68","68798.00","1.5548","Guyane","Dom____","1,5 - 2,0","3",1069.68,0.00229915297079245
104,"A0Z","5617.85","260932.19","2.1530","La Réunion","Dom____","2,0 - 2,5","4",5617.85,0.0120749163459786
11,"A0Z","9719.05","5730403.41","0.1696","Île-de-France","FRA.8_1","0,1 - 0,25","11",9719.05,0.0208899695991141
24,"A0Z","24966.69","975024.95","2.5606","Centre-Val de Loire","FRA.4_1","2,5 - 3,0","24",24966.69,0.0536630015372394
27,"A0Z","30398.78","1070586.35","2.8395","Bourgogne-Franche-Comté","FRA.2_1","2,5 - 3,0","27",30398.78,0.0653386483298427
28,"A0Z","35615.65","1269386.93","2.8057","Normandie","FRA.9_1","2,5 - 3,0","28",35615.65,0.0765517047193593
32,"A0Z","35047.20","2109995.91","1.6610","Hauts-de-France","FRA.7_1","1,5 - 2,0","32",35047.2,0.0753298874410639
44,"A0Z","37245.35","2060125.53","1.8079","Grand Est","FRA.6_1","1,5 - 2,0","44",37245.35,0.080054555662165
52,"A0Z","42923.81","1530280.18","2.8050","Pays de la Loire","FRA.12_1","2,5 - 3,0","52",42923.81,0.0922597461663589
53,"A0Z","42457.36","1308549.40","3.2446","Bretagne","FRA.3_1","3,0 - 3,5","53",42457.36,0.0912571660459246
75,"A0Z","68373.30","2326392.53","2.9390","Nouvelle-Aquitaine","FRA.10_1","2,5 - 3,0","75",68373.3,0.146960470250807
76,"A0Z","53798.70","2211951.10","2.4322","Occitanie","FRA.11_1","2,0 - 2,5","76",53798.7,0.115634059653141
84,"A0Z","55352.80","3200845.62","1.7293","Auvergne-Rhône-Alpes","FRA.1_1","1,5 - 2,0","84",55352.8,0.118974417173062
93,"A0Z","14994.33","1900656.30","0.7889","Provence-Alpes-Côte d'Azur","FRA.13_1","0,75 - 1,0","93",14994.33,0.0322285715022646
94,"A0Z","2763.46","131710.37","2.0981","Corse","FRA.5_1","2,0 - 2,5","94",2763.46,0.00593973643394857
101,"A1Z","2090.43","126983.02","1.6462","Guadeloupe","Dom____","1,5 - 2,0","1",2090.43,0.00733258006863286
102,"A1Z","3364.70","129619.25","2.5958","Martinique","Dom____","2,5 - 3,0","2",3364.7,0.0118023239988562
103,"A1Z","1066.49","68798.00","1.5502","Guyane","Dom____","1,5 - 2,0","3",1066.49,0.00374091613562581
104,"A1Z","4984.04","260932.19","1.9101","La Réunion","Dom____","1,5 - 2,0","4",4984.04,0.0174824664615744
11,"A1Z","17160.48","5730403.41","0.2995","Île-de-France","FRA.8_1","0,25 - 0,5","11",17160.48,0.0601936413159842
24,"A1Z","12370.13","975024.95","1.2687","Centre-Val de Loire","FRA.4_1","1,0 - 1,5","24",12370.13,0.043390579299186
27,"A1Z","16288.06","1070586.35","1.5214","Bourgogne-Franche-Comté","FRA.2_1","1,5 - 2,0","27",16288.06,0.0571334625472731
28,"A1Z","10159.03","1269386.93","0.8003","Normandie","FRA.9_1","0,75 - 1,0","28",10159.03,0.0356347262977681
32,"A1Z","17713.54","2109995.91","0.8395","Hauts-de-France","FRA.7_1","0,75 - 1,0","32",17713.54,0.0621336042579426
44,"A1Z","29883.95","2060125.53","1.4506","Grand Est","FRA.6_1","1,0 - 1,5","44",29883.95,0.104823627742628
52,"A1Z","20193.12","1530280.18","1.3196","Pays de la Loire","FRA.12_1","1,0 - 1,5","52",20193.12,0.0708312018271416
53,"A1Z","14948.28","1308549.40","1.1424","Bretagne","FRA.3_1","1,0 - 1,5","53",14948.28,0.0524339298557442
75,"A1Z","47517.12","2326392.53","2.0425","Nouvelle-Aquitaine","FRA.10_1","2,0 - 2,5","75",47517.12,0.166675318968268
76,"A1Z","34054.14","2211951.10","1.5396","Occitanie","FRA.11_1","1,5 - 2,0","76",34054.14,0.119451360829319
84,"A1Z","26120.16","3200845.62","0.8160","Auvergne-Rhône-Alpes","FRA.1_1","0,75 - 1,0","84",26120.16,0.0916214198062128
93,"A1Z","25483.70","1900656.30","1.3408","Provence-Alpes-Côte d'Azur","FRA.13_1","1,0 - 1,5","93",25483.7,0.0893889155317419
94,"A1Z","1690.55","131710.37","1.2835","Corse","FRA.5_1","1,0 - 1,5","94",1690.55,0.00592992505610199
101,"A2Z","225.22","126983.02","0.1774","Guadeloupe","Dom____","0,1 - 0,25","1",225.22,0.00375324755402313
102,"A2Z","286.75","129619.25","0.2212","Martinique","Dom____","0,1 - 0,25","2",286.75,0.00477863305264246
103,"A2Z","108.72","68798.00","0.1580","Guyane","Dom____","0,1 - 0,25","3",108.72,0.00181179768259211
104,"A2Z","575.25","260932.19","0.2205","La Réunion","Dom____","0,1 - 0,25","4",575.25,0.00958642951537078
11,"A2Z","6130.56","5730403.41","0.1070","Île-de-France","FRA.8_1","0,1 - 0,25","11",6130.56,0.102164591620602
24,"A2Z","2770.47","975024.95","0.2841","Centre-Val de Loire","FRA.4_1","0,25 - 0,5","24",2770.47,0.0461693444232061
27,"A2Z","3332.73","1070586.35","0.3113","Bourgogne-Franche-Comté","FRA.2_1","0,25 - 0,5","27",3332.73,0.0555392981117109
28,"A2Z","2902.78","1269386.93","0.2287","Normandie","FRA.9_1","0,1 - 0,25","28",2902.78,0.0483742648737558
32,"A2Z","3969.38","2109995.91","0.1881","Hauts-de-France","FRA.7_1","0,1 - 0,25","32",3969.38,0.0661489467009517
44,"A2Z","4943.13","2060125.53","0.2399","Grand Est","FRA.6_1","0,1 - 0,25","44",4943.13,0.0823763013130201
52,"A2Z","5301.78","1530280.18","0.3465","Pays de la Loire","FRA.12_1","0,25 - 0,5","52",5301.78,0.0883531339000478
53,"A2Z","5646.16","1308549.40","0.4315","Bretagne","FRA.3_1","0,25 - 0,5","53",5646.16,0.0940921597088325
75,"A2Z","7578.52","2326392.53","0.3258","Nouvelle-Aquitaine","FRA.10_1","0,25 - 0,5","75",7578.52,0.126294563773712
76,"A2Z","5983.28","2211951.10","0.2705","Occitanie","FRA.11_1","0,25 - 0,5","76",5983.28,0.0997101990277752
84,"A2Z","6317.97","3200845.62","0.1974","Auvergne-Rhône-Alpes","FRA.1_1","0,1 - 0,25","84",6317.97,0.105287742868713
93,"A2Z","3605.83","1900656.30","0.1897","Provence-Alpes-Côte d'Azur","FRA.13_1","0,1 - 0,25","93",3605.83,0.0600904565656835
94,"A2Z","328.17","131710.37","0.2492","Corse","FRA.5_1","0,1 - 0,25","94",328.17,0.00546888930736068
101,"A3Z","666.96","126983.02","0.5252","Guadeloupe","Dom____","0,5 - 0,75","1",666.96,0.0227037537308555
102,"A3Z","568.67","129619.25","0.4387","Martinique","Dom____","0,25 - 0,5","2",568.67,0.019357897976079
103,"A3Z","350.22","68798.00","0.5090","Guyane","Dom____","0,5 - 0,75","3",350.22,0.011921717391778
104,"A3Z","484.98","260932.19","0.1859","La Réunion","Dom____","0,1 - 0,25","4",484.98,0.0165090357508551
11,"A3Z","762.42","5730403.41","0.0133","Île-de-France","FRA.8_1","0,0 - 0,1","11",762.42,0.0259532744384654
24,"A3Z","265.15","975024.95","0.0272","Centre-Val de Loire","FRA.4_1","0,0 - 0,1","24",265.15,0.00902587906581556
27,"A3Z","276.16","1070586.35","0.0258","Bourgogne-Franche-Comté","FRA.2_1","0,0 - 0,1","27",276.16,0.00940066665214266
28,"A3Z","3774.39","1269386.93","0.2973","Normandie","FRA.9_1","0,25 - 0,5","28",3774.39,0.128482699178667
32,"A3Z","1849.50","2109995.91","0.0877","Hauts-de-France","FRA.7_1","0,0 - 0,1","32",1849.5,0.0629581871854644
44,"A3Z","498.62","2060125.53","0.0242","Grand Est","FRA.6_1","0,0 - 0,1","44",498.62,0.0169733502538071
52,"A3Z","2770.58","1530280.18","0.1811","Pays de la Loire","FRA.12_1","0,1 - 0,25","52",2770.58,0.0943123515827542
53,"A3Z","6512.41","1308549.40","0.4977","Bretagne","FRA.3_1","0,25 - 0,5","53",6512.41,0.221686687109213
75,"A3Z","4482.63","2326392.53","0.1927","Nouvelle-Aquitaine","FRA.10_1","0,1 - 0,25","75",4482.63,0.152591651053354
76,"A3Z","1983.54","2211951.10","0.0897","Occitanie","FRA.11_1","0,0 - 0,1","76",1983.54,0.067520996274591
