"Fap3","rep_sousempl","annee","effectif","pourcentage","part"
"R0Z",1,"2011-2013",46.76,0.159476143378466,15.9476143378466
"R1Z",1,"2011-2013",93.62,0.113425168708126,11.3425168708126
"R2Z",1,"2011-2013",21.08,0.0404017172646427,4.04017172646427
"R3Z",1,"2011-2013",21.47,0.0386109412653311,3.86109412653311
"R4Z",1,"2011-2013",2.3,0.00433733122124161,0.433733122124161
"S0Z",1,"2011-2013",6.18,0.0256708482179945,2.56708482179945
"S1Z",1,"2011-2013",38.24,0.105425672695192,10.5425672695192
"S2Z",1,"2011-2013",62.7,0.162241887905605,16.2241887905605
"S3Z",1,"2011-2013",3.58,0.0167602996254682,1.67602996254682
"T0Z",1,"2011-2013",22.89,0.103823649476119,10.3823649476119
"T1Z",1,"2011-2013",70.05,0.301277364414434,30.1277364414434
"T2A",1,"2011-2013",157.42,0.291227291227291,29.1227291227291
"T2B",1,"2011-2013",71.65,0.154408120164645,15.4408120164645
"T2Z",1,"2011-2013",229.07,0.228027912440149,22.8027912440149
"T3Z",1,"2011-2013",10.91,0.0528201404018398,5.28201404018398
"T4Z",1,"2011-2013",235.21,0.185641786568378,18.5641786568378
"T6Z",1,"2011-2013",11.15,0.0774198028051659,7.74198028051659
"U0Z",1,"2011-2013",8.78,0.0520728307929541,5.20728307929542
"U1Z",1,"2011-2013",54.5,0.13827924796387,13.827924796387
"V0Z",1,"2011-2013",28.56,0.0485524369719328,4.85524369719328
"V1Z",1,"2011-2013",14.76,0.0271743132778555,2.71743132778555
"V2Z",1,"2011-2013",8.85,0.0233558534783068,2.33558534783068
"V3Z",1,"2011-2013",30.29,0.0727477964310589,7.27477964310589
"V4Z",1,"2011-2013",17.23,0.0537698165023093,5.37698165023093
"V5Z",1,"2011-2013",81.1,0.223047304730473,22.3047304730473
"W0Z",1,"2011-2013",27.22,0.0260448560930802,2.60448560930802
"W1Z",1,"2011-2013",23.91,0.170602925437032,17.0602925437032
"X0Z",1,"2011-2013",0.56,0.0187604690117253,1.87604690117253
"ZZZ",1,"2011-2013",1.01,0.0821806346623271,8.21806346623271
"A0Z",1,"2012-2014",21.56,0.0403337449021589,4.03337449021589
"A1Z",1,"2012-2014",25.04,0.0767627222562845,7.67627222562845
"A2Z",1,"2012-2014",1.62,0.024,2.4
"A3Z",1,"2012-2014",1.92,0.0604534005037783,6.04534005037783
"B0Z",1,"2012-2014",8.81,0.0473096337665127,4.73096337665127
"B1Z",1,"2012-2014",3.12,0.0335953483363842,3.35953483363842
"B2Z",1,"2012-2014",13.32,0.0354830975785183,3.54830975785183
"B3Z",1,"2012-2014",9.9,0.0724213606437454,7.24213606437454
"B4Z",1,"2012-2014",17.14,0.0323384023244406,3.23384023244406
"B5Z",1,"2012-2014",2.18,0.027615910818343,2.7615910818343
"B6Z",1,"2012-2014",6.75,0.0225300400534045,2.25300400534045
"B7Z",1,"2012-2014",1.63,0.00996028108768714,0.996028108768714
"C0Z",1,"2012-2014",0.51,0.0161956176563989,1.61956176563989
"C1Z",1,"2012-2014",0.77,0.0157593123209169,1.57593123209169
"C2Z",1,"2012-2014",0.7,0.00489407816541984,0.489407816541984
"D0Z",1,"2012-2014",0.61,0.0148094197620782,1.48094197620782
"D1Z",1,"2012-2014",1.27,0.0123145544458451,1.2314554445845
"D2Z",1,"2012-2014",2.55,0.0169042094796155,1.69042094796155
"D3Z",1,"2012-2014",3.76,0.0250967828060339,2.50967828060339
"D4Z",1,"2012-2014",3.71,0.0262990004962076,2.62990004962076
"D6Z",1,"2012-2014",2.28,0.00978456784825337,0.978456784825337
"E0Z",1,"2012-2014",7.08,0.0380093412787889,3.80093412787889
"E1Z",1,"2012-2014",10.61,0.0353066453695385,3.53066453695385
"E2Z",1,"2012-2014",1.01,0.00424209332605317,0.424209332605317
"ENS",1,"2012-2014",1638.6,0.0635076894456158,6.35076894456158
"F0Z",1,"2012-2014",0.32,0.0152890587673196,1.52890587673196
"F1Z",1,"2012-2014",3.87,0.0589939024390244,5.89939024390244
"F2Z",1,"2012-2014",1,0.0337154416722859,3.37154416722859
"F3Z",1,"2012-2014",1.96,0.0206860158311346,2.06860158311346
"F4Z",1,"2012-2014",1.53,0.027190332326284,2.7190332326284
"F5Z",1,"2012-2014",0.64,0.0205787781350482,2.05787781350482
"G0A",1,"2012-2014",4.64,0.024012834445997,2.4012834445997
"G0B",1,"2012-2014",2.19,0.0121383438643166,1.21383438643166
"G1Z",1,"2012-2014",6.81,0.0146209502544174,1.46209502544174
"H0Z",1,"2012-2014",1.82,0.00664306310909954,0.664306310909954
"J0Z",1,"2012-2014",22.05,0.0618443933359511,6.18443933359511
"J1Z",1,"2012-2014",7.58,0.0164929611175178,1.64929611175178
"J3Z",1,"2012-2014",45.78,0.0591992965395955,5.91992965395955
"J4Z",1,"2012-2014",1.17,0.010455764075067,1.0455764075067
"J5Z",1,"2012-2014",7.15,0.0362649624670319,3.62649624670319
"J6Z",1,"2012-2014",0.6,0.00690369347600967,0.690369347600967
"K0Z",1,"2012-2014",5.38,0.0503274087932647,5.03274087932647
"L0Z",1,"2012-2014",31.11,0.072227897473997,7.2227897473997
"L1Z",1,"2012-2014",15.87,0.0502995150708377,5.02995150708377
"L2Z",1,"2012-2014",32.6,0.0878635150796432,8.78635150796432
"L3Z",1,"2012-2014",5.21,0.0326932730923695,3.26932730923695
"L4Z",1,"2012-2014",11.47,0.0289595273562754,2.89595273562754
"L5Z",1,"2012-2014",9.41,0.0147844394167924,1.47844394167924
"L6Z",1,"2012-2014",1.41,0.00928792569659443,0.928792569659443
"M0Z",1,"2012-2014",1.31,0.0366433566433566,3.66433566433566
"M1Z",1,"2012-2014",3.78,0.0229968972440226,2.29968972440226
"M2Z",1,"2012-2014",1.14,0.00321171996055782,0.321171996055782
"N0Z",1,"2012-2014",4.36,0.011374308671606,1.1374308671606
"P0Z",1,"2012-2014",39.59,0.0519158645650292,5.19158645650292
"P1Z",1,"2012-2014",8.7,0.0212329770098111,2.12329770098111
"P2Z",1,"2012-2014",3.23,0.00720821245257755,0.720821245257755
"P3Z",1,"2012-2014",0.8,0.00889382990550306,0.889382990550306
"P4Z",1,"2012-2014",1.3,0.00341826404775052,0.341826404775052
"Q0Z",1,"2012-2014",2.36,0.0093461645083363,0.93461645083363
"Q1Z",1,"2012-2014",2.78,0.0144897320963202,1.44897320963202
"Q2Z",1,"2012-2014",2.14,0.00812946360735451,0.812946360735451
"R0Z",1,"2012-2014",47.77,0.162322878793027,16.2322878793027
"R1Z",1,"2012-2014",94.55,0.112716521822062,11.2716521822062
"R2Z",1,"2012-2014",21.16,0.0404333785565513,4.04333785565513
"R3Z",1,"2012-2014",23.11,0.0422409065984281,4.22409065984281
"R4Z",1,"2012-2014",3.62,0.00679518705535637,0.679518705535637
"S0Z",1,"2012-2014",5.52,0.0229540918163673,2.29540918163673
"S1Z",1,"2012-2014",36.79,0.10111031715495,10.111031715495
"S2Z",1,"2012-2014",64.32,0.173243192285937,17.3243192285937
"S3Z",1,"2012-2014",3.35,0.0157321311167465,1.57321311167465
"T0Z",1,"2012-2014",20.66,0.0984700443258186,9.84700443258186
"T1Z",1,"2012-2014",65.54,0.293954072479369,29.3954072479369
"T2A",1,"2012-2014",158.68,0.295581551300201,29.5581551300201
"T2B",1,"2012-2014",73.62,0.157415326719124,15.7415326719124
"T2Z",1,"2012-2014",232.3,0.231254728626608,23.1254728626608
"T3Z",1,"2012-2014",14.13,0.064259402428487,6.4259402428487
"T4Z",1,"2012-2014",241.47,0.187904160862832,18.7904160862832
"T6Z",1,"2012-2014",11.86,0.0822240709927898,8.22240709927898
"U0Z",1,"2012-2014",8.35,0.0530226060452121,5.30226060452121
"U1Z",1,"2012-2014",57.09,0.145559776650264,14.5559776650264
"V0Z",1,"2012-2014",28.33,0.0474348670551202,4.74348670551202
"V1Z",1,"2012-2014",18.2,0.0320874471086037,3.20874471086037
"V2Z",1,"2012-2014",10.29,0.0269357625255222,2.69357625255222
"V3Z",1,"2012-2014",30.93,0.0721820303383897,7.21820303383897
"V4Z",1,"2012-2014",18.73,0.0580055744812635,5.80055744812636
"V5Z",1,"2012-2014",83.51,0.222053818336524,22.2053818336524
"W0Z",1,"2012-2014",28.37,0.0267371615444787,2.67371615444787
"W1Z",1,"2012-2014",23.97,0.163919852287492,16.3919852287492
"X0Z",1,"2012-2014",0.39,0.0130347593582888,1.30347593582888
"ZZZ",1,"2012-2014",3.33,0.090958754438678,9.0958754438678
"A0Z",1,"2013-2015",18.28,0.0350621451588154,3.50621451588154
"A1Z",1,"2013-2015",24.13,0.0752252392680113,7.52252392680114
"A2Z",1,"2013-2015",1.59,0.0234720992028344,2.34720992028344
"A3Z",1,"2013-2015",2.02,0.0700902151283831,7.00902151283831
"B0Z",1,"2013-2015",9.7,0.0566224972272488,5.66224972272488
"B1Z",1,"2013-2015",2.84,0.0322653942285844,3.22653942285844
"B2Z",1,"2013-2015",12.91,0.0352510717308795,3.52510717308795
"B3Z",1,"2013-2015",10.93,0.0833269802546314,8.33269802546314
"B4Z",1,"2013-2015",18.71,0.0365158671298646,3.65158671298646
"B5Z",1,"2013-2015",1.77,0.0232131147540984,2.32131147540984
"B6Z",1,"2013-2015",7.86,0.0265711098340151,2.65711098340151
"B7Z",1,"2013-2015",1.95,0.0119477973163409,1.19477973163409
"C0Z",1,"2013-2015",0.25,0.00892538379150303,0.892538379150303
"C1Z",1,"2013-2015",0.57,0.0119647355163728,1.19647355163728
"C2Z",1,"2013-2015",0.39,0.00284505398307558,0.284505398307558
"D0Z",1,"2013-2015",0.61,0.014823815309842,1.4823815309842
"D1Z",1,"2013-2015",1.23,0.0119847997661502,1.19847997661502
"D2Z",1,"2013-2015",2.55,0.0174478275744099,1.74478275744099
"D3Z",1,"2013-2015",4.2,0.0284129346502503,2.84129346502503
"D4Z",1,"2013-2015",2.95,0.0213799101319032,2.13799101319032
"D6Z",1,"2013-2015",2.23,0.00929631482407871,0.929631482407871
"E0Z",1,"2013-2015",7.03,0.0385776216868792,3.85776216868792
"E1Z",1,"2013-2015",9.9,0.0335855073447094,3.35855073447094
"E2Z",1,"2013-2015",1.11,0.00472521391171087,0.472521391171087
"ENS",1,"2013-2015",1681,0.0651197024870225,6.51197024870226
"F0Z",1,"2013-2015",1.45,0.0632911392405063,6.32911392405063
"F1Z",1,"2013-2015",4.36,0.0675236177791544,6.75236177791544
"F2Z",1,"2013-2015",0.81,0.0310821181887951,3.10821181887951
"F3Z",1,"2013-2015",2.21,0.0237685523768552,2.37685523768552
"F4Z",1,"2013-2015",1.71,0.0285095031677226,2.85095031677226
"F5Z",1,"2013-2015",0.58,0.0178351783517835,1.78351783517835
"G0A",1,"2013-2015",4.42,0.0223130900095916,2.23130900095916
"G0B",1,"2013-2015",3.01,0.0174442190669371,1.74442190669371
"G1Z",1,"2013-2015",7.78,0.0163799818935933,1.63799818935933
"H0Z",1,"2013-2015",1.76,0.00615858352578907,0.615858352578907
"J0Z",1,"2013-2015",23.03,0.0632327503363444,6.32327503363444
"J1Z",1,"2013-2015",9.6,0.0203286464509571,2.03286464509571
"J3Z",1,"2013-2015",48.02,0.0603326967534426,6.03326967534426
"J4Z",1,"2013-2015",0.84,0.00709399543957436,0.709399543957436
"J5Z",1,"2013-2015",8.37,0.0439370078740157,4.39370078740157
"J6Z",1,"2013-2015",0.57,0.00663021984413167,0.663021984413167
"K0Z",1,"2013-2015",4.78,0.0460500963391137,4.60500963391137
"L0Z",1,"2013-2015",33.35,0.0775346988119871,7.75346988119871
"L1Z",1,"2013-2015",15.79,0.0506138410744623,5.06138410744623
"L2Z",1,"2013-2015",31.57,0.0869481395797185,8.69481395797185
"L3Z",1,"2013-2015",5.43,0.034439018202575,3.4439018202575
"L4Z",1,"2013-2015",14.61,0.0363152792622604,3.63152792622604
"L5Z",1,"2013-2015",10.85,0.0172493283095658,1.72493283095658
"L6Z",1,"2013-2015",1.73,0.0111054050584157,1.11054050584157
"M0Z",1,"2013-2015",1.4,0.0381263616557734,3.81263616557734
"M1Z",1,"2013-2015",3.62,0.0225124378109453,2.25124378109453
"M2Z",1,"2013-2015",0.82,0.00233911455956184,0.233911455956184
"N0Z",1,"2013-2015",5.34,0.0137536702209859,1.37536702209859
"P0Z",1,"2013-2015",38.39,0.0515966883500887,5.15966883500887
"P1Z",1,"2013-2015",9.85,0.0240643017687873,2.40643017687873
"P2Z",1,"2013-2015",3.96,0.00886342271363982,0.886342271363982
"P3Z",1,"2013-2015",1.15,0.0136239782016349,1.36239782016349
"P4Z",1,"2013-2015",1.52,0.00402702344681415,0.402702344681415
"Q0Z",1,"2013-2015",2.97,0.0111948737278553,1.11948737278553
"Q1Z",1,"2013-2015",2.84,0.0150344097406035,1.50344097406035
"Q2Z",1,"2013-2015",2.84,0.0112284031154865,1.12284031154865
"R0Z",1,"2013-2015",50.9,0.166334433515245,16.6334433515245
"R1Z",1,"2013-2015",96.5,0.114225515494425,11.4225515494425
"R2Z",1,"2013-2015",20.88,0.0399143599938829,3.99143599938829
"R3Z",1,"2013-2015",21.49,0.039953892204436,3.9953892204436
"R4Z",1,"2013-2015",4.45,0.00798077440413207,0.798077440413207
"S0Z",1,"2013-2015",4.14,0.0167110680552192,1.67110680552192
"S1Z",1,"2013-2015",36.26,0.0992962181997426,9.92962181997426
"S2Z",1,"2013-2015",66.26,0.18235860740333,18.235860740333
"S3Z",1,"2013-2015",3.62,0.0168192166519537,1.68192166519537
"T0Z",1,"2013-2015",19.3,0.0945198099809001,9.45198099809001
"T1Z",1,"2013-2015",57.72,0.286451612903226,28.6451612903226
"T2A",1,"2013-2015",157.74,0.293207925945202,29.3207925945202
"T2B",1,"2013-2015",73.67,0.160176548605223,16.0176548605223
"T2Z",1,"2013-2015",231.41,0.231894659839064,23.1894659839064
"T3Z",1,"2013-2015",15.05,0.0650782668857563,6.50782668857563
"T4Z",1,"2013-2015",245.53,0.190802203865312,19.0802203865312
"T6Z",1,"2013-2015",12.94,0.0869214751125143,8.69214751125143
"U0Z",1,"2013-2015",8.51,0.0548183457871683,5.48183457871683
"U1Z",1,"2013-2015",60.23,0.154844846646271,15.4844846646271
"V0Z",1,"2013-2015",30.87,0.0507813785162033,5.07813785162033
"V1Z",1,"2013-2015",19.89,0.033714150111872,3.3714150111872
"V2Z",1,"2013-2015",10,0.0266063589197818,2.66063589197818
"V3Z",1,"2013-2015",30.91,0.0711408778107666,7.11408778107666
"V4Z",1,"2013-2015",20.71,0.0636975978839234,6.36975978839234
"V5Z",1,"2013-2015",95.16,0.235160381554886,23.5160381554886
"W0Z",1,"2013-2015",28.27,0.0266328770478676,2.66328770478676
"W1Z",1,"2013-2015",27,0.184716426079223,18.4716426079223
"X0Z",1,"2013-2015",0.39,0.0122718691000629,1.22718691000629
"ZZZ",1,"2013-2015",5.55,0.090834697217676,9.0834697217676
"A0Z",1,"2014-2016",16.28,0.032482691194956,3.2482691194956
"A1Z",1,"2014-2016",23.56,0.0728396970165404,7.28396970165404
"A2Z",1,"2014-2016",1.6,0.0235017626321974,2.35017626321974
"A3Z",1,"2014-2016",1.91,0.0708719851576994,7.08719851576994
"B0Z",1,"2014-2016",9.06,0.0548028066779579,5.48028066779579
"B1Z",1,"2014-2016",2.52,0.0291734197730956,2.91734197730956
"B2Z",1,"2014-2016",12.23,0.034948848374007,3.4948848374007
"B3Z",1,"2014-2016",11.32,0.0913935088002583,9.13935088002583
"B4Z",1,"2014-2016",20.5,0.0404610586981408,4.04610586981408
"B5Z",1,"2014-2016",1.1,0.0151036660716738,1.51036660716738
"B6Z",1,"2014-2016",7.14,0.0251151992683527,2.51151992683527
"B7Z",1,"2014-2016",1.97,0.0122565793566851,1.22565793566851
"C0Z",1,"2014-2016",0.15,0.0061576354679803,0.61576354679803
"C1Z",1,"2014-2016",0.69,0.014948006932409,1.4948006932409
"C2Z",1,"2014-2016",0.4,0.00325414904002603,0.325414904002603
"D0Z",1,"2014-2016",0.86,0.0194394213381555,1.94394213381555
"D1Z",1,"2014-2016",1.29,0.0123444976076555,1.23444976076555
"D2Z",1,"2014-2016",2.3,0.0160312260402872,1.60312260402872
"D3Z",1,"2014-2016",3.58,0.0226725775807473,2.26725775807473
"D4Z",1,"2014-2016",1.87,0.0139385807990459,1.39385807990459
"D6Z",1,"2014-2016",2.01,0.00800828718275629,0.800828718275629
"E0Z",1,"2014-2016",6.02,0.0323864859048849,3.23864859048849
"E1Z",1,"2014-2016",8.74,0.0294792228818133,2.94792228818133
"E2Z",1,"2014-2016",0.99,0.00432257782823211,0.432257782823211
"ENS",1,"2014-2016",1671.7,0.0645750684688095,6.45750684688095
"F0Z",1,"2014-2016",1.62,0.0733031674208145,7.33031674208145
"F1Z",1,"2014-2016",3.24,0.0520984081041968,5.20984081041968
"F2Z",1,"2014-2016",0.28,0.0114613180515759,1.14613180515759
"F3Z",1,"2014-2016",2.21,0.0263817595798018,2.63817595798018
"F4Z",1,"2014-2016",1.57,0.026650823289764,2.6650823289764
"F5Z",1,"2014-2016",0.53,0.0173486088379705,1.73486088379705
"G0A",1,"2014-2016",4.27,0.0215037518255527,2.15037518255527
"G0B",1,"2014-2016",3.99,0.0226885022176731,2.26885022176731
"G1Z",1,"2014-2016",5.76,0.0119992500468721,1.19992500468721
"H0Z",1,"2014-2016",1.59,0.00546185290783553,0.546185290783553
"J0Z",1,"2014-2016",21.73,0.0595065312046444,5.95065312046444
"J1Z",1,"2014-2016",9.31,0.0195223217094089,1.95223217094089
"J3Z",1,"2014-2016",48.11,0.0584561548462352,5.84561548462352
"J4Z",1,"2014-2016",0.61,0.0052123387165684,0.52123387165684
"J5Z",1,"2014-2016",8.85,0.0474530831099196,4.74530831099196
"J6Z",1,"2014-2016",0.35,0.00409692145616294,0.409692145616294
"K0Z",1,"2014-2016",3.85,0.0382399682161303,3.82399682161303
"L0Z",1,"2014-2016",33.65,0.0805351458727234,8.05351458727234
"L1Z",1,"2014-2016",15.33,0.0510438517630606,5.10438517630606
"L2Z",1,"2014-2016",27.36,0.0775532186286459,7.75532186286459
"L3Z",1,"2014-2016",5.16,0.0332495650492944,3.32495650492944
"L4Z",1,"2014-2016",13.18,0.0324303043724318,3.24303043724318
"L5Z",1,"2014-2016",12.02,0.0183354689120752,1.83354689120752
"L6Z",1,"2014-2016",2.36,0.013775391081018,1.3775391081018
"M0Z",1,"2014-2016",1.34,0.0370780298837853,3.70780298837853
"M1Z",1,"2014-2016",2.1,0.0131037064769749,1.31037064769749
"M2Z",1,"2014-2016",0.69,0.00195517270692244,0.195517270692244
"N0Z",1,"2014-2016",5.14,0.0131129139241798,1.31129139241798
"P0Z",1,"2014-2016",37.41,0.0513704273316489,5.13704273316489
"P1Z",1,"2014-2016",8.68,0.0209116314927243,2.09116314927243
"P2Z",1,"2014-2016",5.78,0.0128673196794301,1.28673196794301
"P3Z",1,"2014-2016",1.14,0.0130479569646332,1.30479569646332
"P4Z",1,"2014-2016",1.84,0.00496277915632754,0.496277915632754
"Q0Z",1,"2014-2016",2.84,0.0108252334667429,1.08252334667429
"Q1Z",1,"2014-2016",2.79,0.0151244104732477,1.51244104732477
"Q2Z",1,"2014-2016",3.29,0.0133101383607088,1.33101383607088
"R0Z",1,"2014-2016",51.98,0.17062762605042,17.062762605042
"R1Z",1,"2014-2016",91.88,0.109378348134568,10.9378348134568
"R2Z",1,"2014-2016",17.31,0.0331640961777948,3.31640961777948
"R3Z",1,"2014-2016",23.31,0.0423664122137405,4.23664122137405
"R4Z",1,"2014-2016",5.11,0.0088130799213549,0.88130799213549
"S0Z",1,"2014-2016",3.83,0.0149574318519097,1.49574318519097
"S1Z",1,"2014-2016",35.76,0.100067159167226,10.0067159167226
"S2Z",1,"2014-2016",69.42,0.183476054551221,18.3476054551221
"S3Z",1,"2014-2016",3.64,0.0171698113207547,1.71698113207547
"T0Z",1,"2014-2016",20.29,0.0979861882455208,9.79861882455208
"T1Z",1,"2014-2016",52.95,0.285398587829462,28.5398587829462
"T2A",1,"2014-2016",157.17,0.289021699154101,28.9021699154101
"T2B",1,"2014-2016",72.97,0.163716317785107,16.3716317785107
"T2Z",1,"2014-2016",230.14,0.232579761700235,23.2579761700235
"T3Z",1,"2014-2016",15.54,0.0674508442206693,6.74508442206693
"T4Z",1,"2014-2016",249.73,0.194716692786913,19.4716692786913
"T6Z",1,"2014-2016",16.26,0.0979518072289157,9.79518072289157
"U0Z",1,"2014-2016",8.64,0.054989816700611,5.4989816700611
"U1Z",1,"2014-2016",60.15,0.152398084572703,15.2398084572703
"V0Z",1,"2014-2016",31.93,0.0513533943419592,5.13533943419592
"V1Z",1,"2014-2016",17.74,0.0291493452077753,2.91493452077753
"V2Z",1,"2014-2016",9.97,0.0263012108581528,2.63012108581528
"V3Z",1,"2014-2016",30.22,0.0706025278601967,7.06025278601967
"V4Z",1,"2014-2016",19.57,0.0609429496761335,6.09429496761335
"V5Z",1,"2014-2016",101.87,0.236664808103336,23.6664808103336
"W0Z",1,"2014-2016",27.1,0.0251882145180779,2.51882145180779
"W1Z",1,"2014-2016",31.86,0.210061317333685,21.0061317333685
"X0Z",1,"2014-2016",0.82,0.0224657534246575,2.24657534246575
"ZZZ",1,"2014-2016",6.6,0.0786463298379409,7.86463298379409
"A0Z",1,"2015-2017",15.32,0.0317190832108325,3.17190832108325
"A1Z",1,"2015-2017",22.78,0.0705678262755181,7.05678262755181
"A2Z",1,"2015-2017",1.67,0.0247297497408559,2.47297497408559
"A3Z",1,"2015-2017",1.5,0.0562851782363978,5.62851782363978
"B0Z",1,"2015-2017",9.88,0.0588410457983444,5.88410457983444
"B1Z",1,"2015-2017",2.32,0.025979843225084,2.5979843225084
"B2Z",1,"2015-2017",11.79,0.0344545427978608,3.44545427978608
"B3Z",1,"2015-2017",9.63,0.0784201954397394,7.84201954397394
"B4Z",1,"2015-2017",19.43,0.0382917504237121,3.82917504237121
"B5Z",1,"2015-2017",1.1,0.0157075539054691,1.57075539054691
"B6Z",1,"2015-2017",5.91,0.0214807545523934,2.14807545523934
"B7Z",1,"2015-2017",1.71,0.0105276118943545,1.05276118943545
"C0Z",1,"2015-2017",0.32,0.0134623474968448,1.34623474968448
"C1Z",1,"2015-2017",0.58,0.0129319955406912,1.29319955406912
"C2Z",1,"2015-2017",0.41,0.00349560917384261,0.349560917384261
"D0Z",1,"2015-2017",0.86,0.0189177298724153,1.89177298724153
"D1Z",1,"2015-2017",1.36,0.0123917995444191,1.23917995444191
"D2Z",1,"2015-2017",3.12,0.0228487733430978,2.28487733430978
"D3Z",1,"2015-2017",3.46,0.020498844718289,2.0498844718289
"D4Z",1,"2015-2017",1.42,0.0108828939301042,1.08828939301042
"D6Z",1,"2015-2017",1.62,0.00619431805146637,0.619431805146637
"E0Z",1,"2015-2017",7.26,0.0374458427893542,3.74458427893542
"E1Z",1,"2015-2017",8.05,0.0270306571303851,2.70306571303851
"E2Z",1,"2015-2017",1.3,0.00602186399851769,0.602186399851769
"ENS",1,"2015-2017",1648.1,0.0633054340269109,6.33054340269109
"F0Z",1,"2015-2017",1.62,0.0782608695652174,7.82608695652174
"F1Z",1,"2015-2017",2.77,0.0437115354268581,4.37115354268581
"F2Z",1,"2015-2017",0.07,0.00303292894280763,0.303292894280763
"F3Z",1,"2015-2017",1.64,0.0204897551224388,2.04897551224388
"F4Z",1,"2015-2017",1.27,0.0223788546255507,2.23788546255507
"F5Z",1,"2015-2017",0.52,0.0181754631247815,1.81754631247815
"G0A",1,"2015-2017",5.27,0.0264345906902087,2.64345906902087
"G0B",1,"2015-2017",4.38,0.024379383279528,2.4379383279528
"G1Z",1,"2015-2017",5.56,0.011558770945075,1.1558770945075
"H0Z",1,"2015-2017",0.99,0.00337538356631435,0.337538356631435
"J0Z",1,"2015-2017",22.15,0.05844327176781,5.844327176781
"J1Z",1,"2015-2017",10.14,0.0208123806982615,2.08123806982615
"J3Z",1,"2015-2017",47.19,0.0567228405894656,5.67228405894656
"J4Z",1,"2015-2017",1.07,0.00949676045087424,0.949676045087424
"J5Z",1,"2015-2017",8.37,0.0449251247920133,4.49251247920133
"J6Z",1,"2015-2017",0.4,0.00463821892393321,0.463821892393321
"K0Z",1,"2015-2017",5.13,0.0522669383596536,5.22669383596536
"L0Z",1,"2015-2017",34.9,0.0864589010553436,8.64589010553436
"L1Z",1,"2015-2017",13.73,0.047251953057783,4.7251953057783
"L2Z",1,"2015-2017",28.51,0.080341543143775,8.0341543143775
"L3Z",1,"2015-2017",4.51,0.0302035896062148,3.02035896062148
"L4Z",1,"2015-2017",11.77,0.0281646326872458,2.81646326872458
"L5Z",1,"2015-2017",11.27,0.0167426797201135,1.67426797201135
"L6Z",1,"2015-2017",2.1,0.0118329858567645,1.18329858567645
"M0Z",1,"2015-2017",1.11,0.0282155566853076,2.82155566853076
"M1Z",1,"2015-2017",2.19,0.0135982614095002,1.35982614095002
"M2Z",1,"2015-2017",0.9,0.00239916828832671,0.239916828832671
"N0Z",1,"2015-2017",5.06,0.0126648812354517,1.26648812354517
"P0Z",1,"2015-2017",34.84,0.0499906733818317,4.99906733818317
"P1Z",1,"2015-2017",8.02,0.0189392150380201,1.89392150380201
"P2Z",1,"2015-2017",5.54,0.0121185606474899,1.21185606474899
"P3Z",1,"2015-2017",1.19,0.0124411918452692,1.24411918452692
"P4Z",1,"2015-2017",1.79,0.00505264346402461,0.505264346402461
"Q0Z",1,"2015-2017",3.52,0.0137135733208664,1.37135733208664
"Q1Z",1,"2015-2017",2.67,0.0147530113824732,1.47530113824732
"Q2Z",1,"2015-2017",2.43,0.00956655249793315,0.956655249793315
"R0Z",1,"2015-2017",50.58,0.165629707249984,16.5629707249984
"R1Z",1,"2015-2017",91.69,0.108797285110826,10.8797285110826
"R2Z",1,"2015-2017",16.39,0.0308517647058824,3.08517647058824
"R3Z",1,"2015-2017",22.36,0.0403952811952378,4.03952811952378
"R4Z",1,"2015-2017",4.13,0.00680260903939913,0.680260903939913
"S0Z",1,"2015-2017",4.39,0.0172346105527638,1.72346105527638
"S1Z",1,"2015-2017",36.72,0.101997166745368,10.1997166745368
"S2Z",1,"2015-2017",71.05,0.176539283407047,17.6539283407047
"S3Z",1,"2015-2017",4.05,0.0194095658008243,1.94095658008243
"T0Z",1,"2015-2017",23.07,0.107402234636872,10.7402234636872
"T1Z",1,"2015-2017",50.76,0.294705062703205,29.4705062703205
"T2A",1,"2015-2017",157.15,0.281081757856517,28.1081757856517
"T2B",1,"2015-2017",66.4,0.154627171533697,15.4627171533697
"T2Z",1,"2015-2017",223.55,0.226148445640408,22.6148445640408
"T3Z",1,"2015-2017",14.89,0.0660867249567263,6.60867249567263
"T4Z",1,"2015-2017",246.51,0.191551856773201,19.1551856773201
"T6Z",1,"2015-2017",17.37,0.097196575457445,9.7196575457445
"U0Z",1,"2015-2017",10.55,0.0618369380458355,6.18369380458355
"U1Z",1,"2015-2017",60,0.147438260228529,14.7438260228529
"V0Z",1,"2015-2017",34.93,0.054641304007759,5.4641304007759
"V1Z",1,"2015-2017",16.61,0.0266938801748521,2.66938801748521
"V2Z",1,"2015-2017",9.54,0.0257942409084764,2.57942409084764
"V3Z",1,"2015-2017",28.21,0.0668578470872636,6.68578470872636
"V4Z",1,"2015-2017",17.64,0.0539317598141128,5.39317598141128
"V5Z",1,"2015-2017",101.31,0.233304163596168,23.3304163596168
"W0Z",1,"2015-2017",25.87,0.0239921355504651,2.39921355504651
"W1Z",1,"2015-2017",31.63,0.204857512953368,20.4857512953368
"X0Z",1,"2015-2017",1.35,0.0332266797932562,3.32266797932562
"ZZZ",1,"2015-2017",5.6,0.066492519591546,6.6492519591546
"A0Z",1,"2016-2018",16.49,0.0353233511128248,3.53233511128248
"A1Z",1,"2016-2018",22.53,0.0698821339950372,6.98821339950372
