"Fap","statut","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"E2Z","Contrats ou emplois à durée indéterminée","1982-1984",97.7185496110349,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Intérimaires","1982-1984",0.395497687869561,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Non-salariés, chefs d'entreprise","1982-1984",NA,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Apprentis","2017-2019",1.66493955720642,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Contrats à durée déterminée","2017-2019",3.45121978001825,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Contrats ou emplois à durée indéterminée","2017-2019",92.8779771695525,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Intérimaires","2017-2019",2.00586349322284,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"D6Z","Apprentis","1982-1984",0,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Contrats à durée déterminée","1982-1984",2.2260034792794,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Contrats ou emplois à durée indéterminée","1982-1984",90.3585363757256,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Intérimaires","1982-1984",0.655834035169939,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Non-salariés, chefs d'entreprise","1982-1984",6.75962610982509,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Apprentis","2017-2019",1.8119859017526,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Contrats à durée déterminée","2017-2019",2.89055997053723,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Contrats ou emplois à durée indéterminée","2017-2019",87.861209297932,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Intérimaires","2017-2019",2.29923815596407,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z","Non-salariés, chefs d'entreprise","2017-2019",5.13700667381414,"Techniciens et agents de maîtrise des industries mécaniques","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"F5Z","Apprentis","1982-1984",0,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Contrats à durée déterminée","1982-1984",2.65375545581843,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Contrats ou emplois à durée indéterminée","1982-1984",97.3462445441816,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Intérimaires","1982-1984",0,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Non-salariés, chefs d'entreprise","1982-1984",NA,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Apprentis","2017-2019",0.654676537002458,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Contrats à durée déterminée","2017-2019",1.64996132020237,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Contrats ou emplois à durée indéterminée","2017-2019",95.6942203414176,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Intérimaires","2017-2019",2.0011418013776,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Apprentis","2003-2005",0.0588123375314805,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Contrats à durée déterminée","2003-2005",2.57810591399484,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Contrats ou emplois à durée indéterminée","2003-2005",96.8641675926458,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Intérimaires","2003-2005",0.498914155827927,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Apprentis","2017-2019",0.654676537002458,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Contrats à durée déterminée","2017-2019",1.64996132020237,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Contrats ou emplois à durée indéterminée","2017-2019",95.6942203414176,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Intérimaires","2017-2019",2.0011418013776,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"B6Z","Apprentis","1982-1984",0.49279190053634,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","Contrats à durée déterminée","1982-1984",5.58734331984129,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","Contrats ou emplois à durée indéterminée","1982-1984",87.6409624141344,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z","Intérimaires","1982-1984",0.757035894829136,"Techniciens et agents de maîtrise du bâtiment et des travaux publics","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
