"Fap","Annee","Age","effectif_age","Pourcentage"
"L0Z","1983-1985","50 ans ou plus",56.19555,9.77887873701732
"L1Z","1983-1985","Moins de 30 ans",146.38683,44.7892161117755
"L1Z","1983-1985","De 30 à 49 ans",149.24132,45.6625895532177
"L1Z","1983-1985","50 ans ou plus",31.20684,9.54819433500679
"L2Z","1983-1985","Moins de 30 ans",96.43685,43.9828381058521
"L2Z","1983-1985","De 30 à 49 ans",93.71075,42.7395206918101
"L2Z","1983-1985","50 ans ou plus",29.11258,13.2776412023378
"L3Z","1983-1985","Moins de 30 ans",42.32675,23.8863967614489
"L3Z","1983-1985","De 30 à 49 ans",107.54158,60.6893004597116
"L3Z","1983-1985","50 ans ou plus",27.3319,15.4243027788395
"L4Z","1983-1985","Moins de 30 ans",33.48191,23.7173912442909
"L4Z","1983-1985","De 30 à 49 ans",84.9028,60.1421163050667
"L4Z","1983-1985","50 ans ou plus",22.78558,16.1404924506424
"L5Z","1983-1985","Moins de 30 ans",22.38726,9.82103653262959
"L5Z","1983-1985","De 30 à 49 ans",144.97324,63.5981127790394
"L5Z","1983-1985","50 ans ou plus",60.59161,26.580850688331
"L6Z","1983-1985","Moins de 30 ans",6.49278,4.86261286411012
"L6Z","1983-1985","De 30 à 49 ans",71.97272,53.9022536012302
"L6Z","1983-1985","50 ans ou plus",55.05901,41.2351335346597
"M0Z","1983-1985","Moins de 30 ans",22.13885,51.914024596426
"M0Z","1983-1985","De 30 à 49 ans",18.67315,43.7872052248763
"M0Z","1983-1985","50 ans ou plus",1.83322,4.29877017869764
"M1Z","1983-1985","Moins de 30 ans",61.49507,43.9946180610454
"M1Z","1983-1985","De 30 à 49 ans",71.49555,51.1491313907663
"M1Z","1983-1985","50 ans ou plus",6.788,4.85625054818827
"M2Z","1983-1985","Moins de 30 ans",12.92475,26.5742597871756
"M2Z","1983-1985","De 30 à 49 ans",33.17982,68.2202097813672
"M2Z","1983-1985","50 ans ou plus",2.53178,5.20553043145713
"N0Z","1983-1985","Moins de 30 ans",21.97332,15.5066390426263
"N0Z","1983-1985","De 30 à 49 ans",90.1404,63.6123556184478
"N0Z","1983-1985","50 ans ou plus",29.58894,20.8810053389259
"P0Z","1983-1985","Moins de 30 ans",306.04851,38.291889641949
"P0Z","1983-1985","De 30 à 49 ans",397.69536,49.7584740283009
"P0Z","1983-1985","50 ans ou plus",95.50765,11.9496363297501
"P1Z","1983-1985","Moins de 30 ans",86.82413,23.84621019157
"P1Z","1983-1985","De 30 à 49 ans",207.7725,57.0646283127511
"P1Z","1983-1985","50 ans ou plus",69.5037,19.089161495679
"P2Z","1983-1985","Moins de 30 ans",33.56456,13.1758191559098
"P2Z","1983-1985","De 30 à 49 ans",158.25507,62.1232687938066
"P2Z","1983-1985","50 ans ou plus",62.924,24.7009120502836
"P3Z","1983-1985","Moins de 30 ans",5.24676,14.1666830921665
"P3Z","1983-1985","De 30 à 49 ans",21.83932,58.967958394974
"P3Z","1983-1985","50 ans ou plus",9.94983,26.8653585128595
"P4Z","1983-1985","Moins de 30 ans",476.05873,68.7030613756538
"P4Z","1983-1985","De 30 à 49 ans",198.2219,28.6066623790277
"P4Z","1983-1985","50 ans ou plus",18.64152,2.69027624531847
"Q0Z","1983-1985","Moins de 30 ans",147.8855,41.3694698680582
"Q0Z","1983-1985","De 30 à 49 ans",183.70968,51.3909211601584
"Q0Z","1983-1985","50 ans ou plus",25.87979,7.2396089717834
"Q1Z","1983-1985","Moins de 30 ans",24.27163,21.8810863108063
"Q1Z","1983-1985","De 30 à 49 ans",73.12161,65.919769689762
"Q1Z","1983-1985","50 ans ou plus",13.53192,12.1991439994317
"Q2Z","1983-1985","Moins de 30 ans",7.4969,4.97391298117047
"Q2Z","1983-1985","De 30 à 49 ans",100.63286,66.7661418301311
"Q2Z","1983-1985","50 ans ou plus",42.59463,28.2599451886984
"R0Z","1983-1985","Moins de 30 ans",140.59941,54.260231386511
"R0Z","1983-1985","De 30 à 49 ans",91.71549,35.3949117505346
"R0Z","1983-1985","50 ans ou plus",26.80565,10.3448568629543
"R1Z","1983-1985","Moins de 30 ans",307.45384,45.0593398960232
"R1Z","1983-1985","De 30 à 49 ans",277.58227,40.6814689744635
"R1Z","1983-1985","50 ans ou plus",97.29488,14.2591911295133
"R2Z","1983-1985","Moins de 30 ans",91.07339,24.9135567049961
"R2Z","1983-1985","De 30 à 49 ans",210.95958,57.7089911640728
"R2Z","1983-1985","50 ans ou plus",63.52459,17.3774521309312
"R3Z","1983-1985","Moins de 30 ans",84.4425,14.5896293232916
"R3Z","1983-1985","De 30 à 49 ans",291.80362,50.4166344079655
"R3Z","1983-1985","50 ans ou plus",202.53829,34.993736268743
"R4Z","1983-1985","Moins de 30 ans",27.36986,10.5494145468961
"R4Z","1983-1985","De 30 à 49 ans",169.96203,65.5100139972214
"R4Z","1983-1985","50 ans ou plus",62.11246,23.9405714558825
"S0Z","1983-1985","Moins de 30 ans",140.17403,45.5217743998968
"S0Z","1983-1985","De 30 à 49 ans",121.39464,39.4231329115435
"S0Z","1983-1985","50 ans ou plus",46.35876,15.0550926885598
"S1Z","1983-1985","Moins de 30 ans",108.76741,39.8303487752453
"S1Z","1983-1985","De 30 à 49 ans",124.75173,45.6837660859556
"S1Z","1983-1985","50 ans ou plus",39.55758,14.4858851387991
"S2Z","1983-1985","Moins de 30 ans",117.14187,59.1906672046999
"S2Z","1983-1985","De 30 à 49 ans",60.55117,30.5959274196768
"S2Z","1983-1985","50 ans ou plus",20.21294,10.2134053756233
"S3Z","1983-1985","Moins de 30 ans",34.50521,13.6884539535787
"S3Z","1983-1985","De 30 à 49 ans",137.05207,54.3694980971757
"S3Z","1983-1985","50 ans ou plus",80.51801,31.9420479492456
"T0Z","1983-1985","Moins de 30 ans",88.49108,57.6181548429457
"T0Z","1983-1985","De 30 à 49 ans",46.60381,30.3445899954122
"T0Z","1983-1985","50 ans ou plus",18.48705,12.0372551616421
"T1Z","1983-1985","Moins de 30 ans",48.3743,21.1777605736233
"T1Z","1983-1985","De 30 à 49 ans",111.69243,48.8977729998405
"T1Z","1983-1985","50 ans ou plus",68.35355,29.9244664265362
"T2A","1983-1985","Moins de 30 ans",0,NA
"T2A","1983-1985","De 30 à 49 ans",0,NA
"T2A","1983-1985","50 ans ou plus",0,NA
"T2B","1983-1985","Moins de 30 ans",0,NA
"T2B","1983-1985","De 30 à 49 ans",0,NA
"T2B","1983-1985","50 ans ou plus",0,NA
"T2Z","1983-1985","Moins de 30 ans",64.4229,19.152888797215
"T2Z","1983-1985","De 30 à 49 ans",205.37827,61.058834151744
"T2Z","1983-1985","50 ans ou plus",66.5601,19.788277051041
"T3Z","1983-1985","Moins de 30 ans",37.99584,25.1774992679503
"T3Z","1983-1985","De 30 à 49 ans",65.79504,43.5983142216296
"T3Z","1983-1985","50 ans ou plus",47.12101,31.2241865104201
"T4Z","1983-1985","Moins de 30 ans",321.81054,28.6056419625157
"T4Z","1983-1985","De 30 à 49 ans",540.43251,48.0388830209342
"T4Z","1983-1985","50 ans ou plus",262.7467,23.3554750165501
"T6Z","1983-1985","Moins de 30 ans",18.319,28.0210720174744
"T6Z","1983-1985","De 30 à 49 ans",31.7043,48.4954677418861
"T6Z","1983-1985","50 ans ou plus",15.3525,23.4834602406395
"U0Z","1983-1985","Moins de 30 ans",16.39844,25.2450853611376
"U0Z","1983-1985","De 30 à 49 ans",37.06943,57.0676798914235
"U0Z","1983-1985","50 ans ou plus",11.48909,17.6872347474389
"U1Z","1983-1985","Moins de 30 ans",56.82002,32.0129778154987
"U1Z","1983-1985","De 30 à 49 ans",92.94498,52.3661481076911
"U1Z","1983-1985","50 ans ou plus",27.72558,15.6208740768102
"V0Z","1983-1985","Moins de 30 ans",111.38625,42.7985770982441
"V0Z","1983-1985","De 30 à 49 ans",115.4146,44.3464131018236
"V0Z","1983-1985","50 ans ou plus",33.45605,12.8550097999323
"V1Z","1983-1985","Moins de 30 ans",140.952,38.8361969490474
"V1Z","1983-1985","De 30 à 49 ans",195.93087,53.9844050153116
"V1Z","1983-1985","50 ans ou plus",26.05689,7.17939803564096
"V2Z","1983-1985","Moins de 30 ans",47.92102,22.9857322174107
"V2Z","1983-1985","De 30 à 49 ans",120.99667,58.037100542067
"V2Z","1983-1985","50 ans ou plus",39.5639,18.9771672405223
"V3Z","1983-1985","Moins de 30 ans",86.02188,39.7455159748809
"V3Z","1983-1985","De 30 à 49 ans",112.16778,51.8259574407922
"V3Z","1983-1985","50 ans ou plus",18.242,8.4285265843269
"V4Z","1983-1985","Moins de 30 ans",38.61199,34.3583597785339
"V4Z","1983-1985","De 30 à 49 ans",63.8405,56.8076099533201
"V4Z","1983-1985","50 ans ou plus",9.9277,8.83403026814601
"V5Z","1983-1985","Moins de 30 ans",128.15438,59.0035839250909
"V5Z","1983-1985","De 30 à 49 ans",72.14141,33.2146411180749
"V5Z","1983-1985","50 ans ou plus",16.90183,7.78177495683424
"W0Z","1983-1985","Moins de 30 ans",192.06624,20.8415430097049
"W0Z","1983-1985","De 30 à 49 ans",623.62056,67.6704803664416
"W0Z","1983-1985","50 ans ou plus",105.868,11.4879766238535
"W1Z","1983-1985","Moins de 30 ans",13.27021,28.5353797629085
"W1Z","1983-1985","De 30 à 49 ans",27.89262,59.9784407543285
"W1Z","1983-1985","50 ans ou plus",5.34158,11.486179482763
"X0Z","1983-1985","Moins de 30 ans",0.8749,3.3304415452122
"X0Z","1983-1985","De 30 à 49 ans",9.18464,34.9627461810696
"X0Z","1983-1985","50 ans ou plus",16.21025,61.7068122737182
"ZZZ","1983-1985","Moins de 30 ans",6.03056,39.6936958047067
"ZZZ","1983-1985","De 30 à 49 ans",7.21424,47.4847854962304
"ZZZ","1983-1985","50 ans ou plus",1.94794,12.8215186990628
"A0Z","1984-1986","Moins de 30 ans",255.97764,16.7057250397522
"A0Z","1984-1986","De 30 à 49 ans",586.10276,38.2504954479612
"A0Z","1984-1986","50 ans ou plus",690.19455,45.0437795122866
"A1Z","1984-1986","Moins de 30 ans",109.46073,31.0339694952234
"A1Z","1984-1986","De 30 à 49 ans",132.70293,37.6235265519128
"A1Z","1984-1986","50 ans ou plus",110.54897,31.3425039528638
"A2Z","1984-1986","Moins de 30 ans",10.14659,33.2966564172571
"A2Z","1984-1986","De 30 à 49 ans",14.4392,47.383118992692
"A2Z","1984-1986","50 ans ou plus",5.88751,19.320224590051
"A3Z","1984-1986","Moins de 30 ans",11.8758,25.1727742831489
"A3Z","1984-1986","De 30 à 49 ans",27.47252,58.2326702158417
"A3Z","1984-1986","50 ans ou plus",7.82884,16.5945555010094
"B0Z","1984-1986","Moins de 30 ans",124.79479,40.8003539316918
"B0Z","1984-1986","De 30 à 49 ans",128.91009,42.1458083095155
"B0Z","1984-1986","50 ans ou plus",52.16205,17.0538377587927
"B1Z","1984-1986","Moins de 30 ans",19.48559,18.5790565214328
"B1Z","1984-1986","De 30 à 49 ans",67.08321,63.9622793166203
"B1Z","1984-1986","50 ans ou plus",18.31053,17.4586641619469
"B2Z","1984-1986","Moins de 30 ans",75.35825,21.5207836740046
"B2Z","1984-1986","De 30 à 49 ans",200.82889,57.3526468194322
"B2Z","1984-1986","50 ans ou plus",73.97785,21.1265695065632
"B3Z","1984-1986","Moins de 30 ans",93.48255,67.8273893719238
"B3Z","1984-1986","De 30 à 49 ans",34.7661,25.2249623233773
"B3Z","1984-1986","50 ans ou plus",9.57554,6.94764830469891
"B4Z","1984-1986","Moins de 30 ans",126.86021,25.7484947780836
"B4Z","1984-1986","De 30 à 49 ans",279.53233,56.735967403101
"B4Z","1984-1986","50 ans ou plus",86.29727,17.5155378188155
"B5Z","1984-1986","Moins de 30 ans",15.15379,22.3394969519004
"B5Z","1984-1986","De 30 à 49 ans",43.64819,64.345527254962
"B5Z","1984-1986","50 ans ou plus",9.03209,13.3149757931376
"B6Z","1984-1986","Moins de 30 ans",51.0655,23.1261565795524
"B6Z","1984-1986","De 30 à 49 ans",134.94381,61.1123298411133
"B6Z","1984-1986","50 ans ou plus",34.80343,15.7615135793342
"B7Z","1984-1986","Moins de 30 ans",9.54173,12.5026877870494
"B7Z","1984-1986","De 30 à 49 ans",49.74949,65.1875855882463
"B7Z","1984-1986","50 ans ou plus",17.02621,22.3097266247042
"C0Z","1984-1986","Moins de 30 ans",37.37665,49.0071491554425
"C0Z","1984-1986","De 30 à 49 ans",32.52908,42.6511598939263
"C0Z","1984-1986","50 ans ou plus",6.36202,8.34169095063116
"C1Z","1984-1986","Moins de 30 ans",27.55169,36.3250218958547
"C1Z","1984-1986","De 30 à 49 ans",42.65395,56.2363204469378
"C1Z","1984-1986","50 ans ou plus",5.64205,7.43865765720749
"C2Z","1984-1986","Moins de 30 ans",55.36492,32.9266887835532
"C2Z","1984-1986","De 30 à 49 ans",98.59368,58.635746559107
"C2Z","1984-1986","50 ans ou plus",14.18743,8.43756465733981
"D0Z","1984-1986","Moins de 30 ans",37.05018,46.1306473349689
"D0Z","1984-1986","De 30 à 49 ans",33.44752,41.6450270781226
"D0Z","1984-1986","50 ans ou plus",9.81806,12.2243255869085
"D1Z","1984-1986","Moins de 30 ans",43.76687,30.2204983652351
"D1Z","1984-1986","De 30 à 49 ans",82.7,57.1033572838301
"D1Z","1984-1986","50 ans ou plus",18.35824,12.6761443509347
"D2Z","1984-1986","Moins de 30 ans",49.64049,27.9750359645293
"D2Z","1984-1986","De 30 à 49 ans",104.42772,58.8505315457965
"D2Z","1984-1986","50 ans ou plus",23.37746,13.1744324896742
"D3Z","1984-1986","Moins de 30 ans",180.74706,54.998153766385
"D3Z","1984-1986","De 30 à 49 ans",117.64674,35.7978353652553
"D3Z","1984-1986","50 ans ou plus",30.24825,9.20401086835967
"D4Z","1984-1986","Moins de 30 ans",36.21651,24.7216802314533
"D4Z","1984-1986","De 30 à 49 ans",91.01954,62.1306681039661
"D4Z","1984-1986","50 ans ou plus",19.26091,13.1476516645806
"D6Z","1984-1986","Moins de 30 ans",55.68269,19.7525032995516
"D6Z","1984-1986","De 30 à 49 ans",182.54604,64.7551556402911
"D6Z","1984-1986","50 ans ou plus",43.67321,15.4923410601573
"E0Z","1984-1986","Moins de 30 ans",155.774,43.054731752996
"E0Z","1984-1986","De 30 à 49 ans",160.25841,44.2941880783163
"E0Z","1984-1986","50 ans ou plus",45.77219,12.6510801686877
"E1Z","1984-1986","Moins de 30 ans",66.98448,25.2884447276232
"E1Z","1984-1986","De 30 à 49 ans",157.86447,59.5980878563293
"E1Z","1984-1986","50 ans ou plus",40.03282,15.1134674160475
"E2Z","1984-1986","Moins de 30 ans",39.66389,18.2274927362569
"E2Z","1984-1986","De 30 à 49 ans",139.84531,64.2657432799606
"E2Z","1984-1986","50 ans ou plus",38.09555,17.5067639837825
"ENS","1984-1986","Moins de 30 ans",7119.69046,31.8639923916935
"ENS","1984-1986","De 30 à 49 ans",11191.64358,50.08791433942
"ENS","1984-1986","50 ans ou plus",4032.66596,18.0480932688865
"F0Z","1984-1986","Moins de 30 ans",129.77131,47.1606243688192
"F0Z","1984-1986","De 30 à 49 ans",118.48129,43.0576805645495
"F0Z","1984-1986","50 ans ou plus",26.91617,9.78169506663129
"F1Z","1984-1986","Moins de 30 ans",34.33616,24.4349480183347
"F1Z","1984-1986","De 30 à 49 ans",71.76016,51.067323177297
"F1Z","1984-1986","50 ans ou plus",34.42438,24.4977288043683
"F2Z","1984-1986","Moins de 30 ans",31.90345,54.3602330592045
"F2Z","1984-1986","De 30 à 49 ans",19.25948,32.816194530657
"F2Z","1984-1986","50 ans ou plus",7.52602,12.8235724101385
"F3Z","1984-1986","Moins de 30 ans",20.11055,25.5080769351267
"F3Z","1984-1986","De 30 à 49 ans",39.01944,49.4919769715676
"F3Z","1984-1986","50 ans ou plus",19.70994,24.9999460933058
"F4Z","1984-1986","Moins de 30 ans",35.08648,32.7871468965754
"F4Z","1984-1986","De 30 à 49 ans",57.28181,53.5279434976584
"F4Z","1984-1986","50 ans ou plus",14.64462,13.6849096057663
"F5Z","1984-1986","Moins de 30 ans",4.88141,13.5235221923941
"F5Z","1984-1986","De 30 à 49 ans",24.1437,66.8880226730608
"F5Z","1984-1986","50 ans ou plus",7.07059,19.5884551345451
"G0A","1984-1986","Moins de 30 ans",66.14603,28.8998000616741
"G0A","1984-1986","De 30 à 49 ans",126.19088,55.1339392796016
"G0A","1984-1986","50 ans ou plus",36.54367,15.9662606587243
"G0B","1984-1986","Moins de 30 ans",69.56287,31.2915340190077
"G0B","1984-1986","De 30 à 49 ans",112.54814,50.6276401704823
"G0B","1984-1986","50 ans ou plus",40.19471,18.08082581051
"G1Z","1984-1986","Moins de 30 ans",58.07038,23.0889487281182
"G1Z","1984-1986","De 30 à 49 ans",154.01143,61.2353838706439
"G1Z","1984-1986","50 ans ou plus",39.42544,15.6756674012379
"H0Z","1984-1986","Moins de 30 ans",10.40561,10.1347842415827
"H0Z","1984-1986","De 30 à 49 ans",65.0007,63.3089333592021
"H0Z","1984-1986","50 ans ou plus",27.26593,26.5562823992152
"J0Z","1984-1986","Moins de 30 ans",240.56984,52.5527946005304
"J0Z","1984-1986","De 30 à 49 ans",165.30111,36.1102425851457
"J0Z","1984-1986","50 ans ou plus",51.89698,11.3369628143238
"J1Z","1984-1986","Moins de 30 ans",93.14633,27.3433547129707
"J1Z","1984-1986","De 30 à 49 ans",186.67324,54.7984297045251
"J1Z","1984-1986","50 ans ou plus",60.83479,17.8582155825042
"J3Z","1984-1986","Moins de 30 ans",168.86318,26.7215170623785
"J3Z","1984-1986","De 30 à 49 ans",340.22382,53.8382411793832
"J3Z","1984-1986","50 ans ou plus",122.8501,19.4402417582383
"J4Z","1984-1986","Moins de 30 ans",8.09991,23.8844087923909
"J4Z","1984-1986","De 30 à 49 ans",20.05482,59.1361532582234
"J4Z","1984-1986","50 ans ou plus",5.75823,16.9794379493857
"J5Z","1984-1986","Moins de 30 ans",61.74399,43.8606421354192
"J5Z","1984-1986","De 30 à 49 ans",67.97307,48.2855497047696
"J5Z","1984-1986","50 ans ou plus",11.05605,7.8538081598112
"J6Z","1984-1986","Moins de 30 ans",2.54347,8.02340774407567
"J6Z","1984-1986","De 30 à 49 ans",21.28808,67.1535130858639
"J6Z","1984-1986","50 ans ou plus",7.86907,24.8230791700604
"K0Z","1984-1986","Moins de 30 ans",61.9651,40.1105421843895
"K0Z","1984-1986","De 30 à 49 ans",64.55934,41.7898160491364
"K0Z","1984-1986","50 ans ou plus",27.96138,18.0996417664741
"L0Z","1984-1986","Moins de 30 ans",251.36572,45.3772426392101
"L0Z","1984-1986","De 30 à 49 ans",249.71047,45.0784322808265
"L0Z","1984-1986","50 ans ou plus",52.87047,9.54432507996347
"L1Z","1984-1986","Moins de 30 ans",142.58242,42.736475145286
"L1Z","1984-1986","De 30 à 49 ans",159.83404,47.9073330206532
"L1Z","1984-1986","50 ans ou plus",31.21522,9.35619183406084
"L2Z","1984-1986","Moins de 30 ans",94.28345,43.2389433794189
"L2Z","1984-1986","De 30 à 49 ans",97.3911,44.6641299035974
"L2Z","1984-1986","50 ans ou plus",26.37761,12.0969267169837
"L3Z","1984-1986","Moins de 30 ans",41.60206,23.172897741562
"L3Z","1984-1986","De 30 à 49 ans",110.58147,61.5953415869697
"L3Z","1984-1986","50 ans ou plus",27.34542,15.2317606714683
"L4Z","1984-1986","Moins de 30 ans",30.45219,22.0679285328811
"L4Z","1984-1986","De 30 à 49 ans",85.89752,62.2477507368672
"L4Z","1984-1986","50 ans ou plus",21.64326,15.6843207302517
"L5Z","1984-1986","Moins de 30 ans",26.06938,10.4942832370952
"L5Z","1984-1986","De 30 à 49 ans",160.24837,64.5083152366044
"L5Z","1984-1986","50 ans ou plus",62.09731,24.9974015263004
"L6Z","1984-1986","Moins de 30 ans",5.88593,4.53940144742765
"L6Z","1984-1986","De 30 à 49 ans",68.56766,52.881385787926
"L6Z","1984-1986","50 ans ou plus",55.20954,42.5792127646464
"M0Z","1984-1986","Moins de 30 ans",18.61889,50.4766423169672
"M0Z","1984-1986","De 30 à 49 ans",16.74863,45.4062839304183
"M0Z","1984-1986","50 ans ou plus",1.51863,4.11707375261446
"M1Z","1984-1986","Moins de 30 ans",65.16305,43.7890263358237
"M1Z","1984-1986","De 30 à 49 ans",76.80912,51.6150882825687
"M1Z","1984-1986","50 ans ou plus",6.8392,4.5958853816076
"M2Z","1984-1986","Moins de 30 ans",13.22208,25.9837691840886
"M2Z","1984-1986","De 30 à 49 ans",34.83362,68.4543386461324
"M2Z","1984-1986","50 ans ou plus",2.83022,5.56189216977899
"N0Z","1984-1986","Moins de 30 ans",22.55781,15.0630405375357
"N0Z","1984-1986","De 30 à 49 ans",96.51078,64.4453424977507
"N0Z","1984-1986","50 ans ou plus",30.68743,20.4916169647137
"P0Z","1984-1986","Moins de 30 ans",307.68451,37.6037850108925
"P0Z","1984-1986","De 30 à 49 ans",410.9427,50.2235258531399
"P0Z","1984-1986","50 ans ou plus",99.60029,12.1726891359677
"P1Z","1984-1986","Moins de 30 ans",85.54293,23.1182787271664
"P1Z","1984-1986","De 30 à 49 ans",213.38328,57.6675844836855
"P1Z","1984-1986","50 ans ou plus",71.09671,19.2141367891481
"P2Z","1984-1986","Moins de 30 ans",33.07834,13.1449787476196
"P2Z","1984-1986","De 30 à 49 ans",159.6689,63.4507141880701
"P2Z","1984-1986","50 ans ou plus",58.89516,23.4043070643103
"P3Z","1984-1986","Moins de 30 ans",4.3063,11.750561632805
"P3Z","1984-1986","De 30 à 49 ans",22.11622,60.348328308449
"P3Z","1984-1986","50 ans ou plus",10.22509,27.901110058746
"P4Z","1984-1986","Moins de 30 ans",476.38983,67.2297893257927
"P4Z","1984-1986","De 30 à 49 ans",212.03532,29.9231616536127
"P4Z","1984-1986","50 ans ou plus",20.17417,2.8470490205946
"Q0Z","1984-1986","Moins de 30 ans",140.79921,39.4944275378236
"Q0Z","1984-1986","De 30 à 49 ans",191.61513,53.7483830124875
"Q0Z","1984-1986","50 ans ou plus",24.08965,6.75718944968891
"Q1Z","1984-1986","Moins de 30 ans",24.43015,20.7019239536483
"Q1Z","1984-1986","De 30 à 49 ans",79.83522,67.6517603560675
"Q1Z","1984-1986","50 ans ou plus",13.74371,11.6463156902842
"Q2Z","1984-1986","Moins de 30 ans",9.10284,5.5708041890638
"Q2Z","1984-1986","De 30 à 49 ans",111.37956,68.1626524715454
"Q2Z","1984-1986","50 ans ou plus",42.92022,26.2665433393908
"R0Z","1984-1986","Moins de 30 ans",146.33461,55.5534397345789
"R0Z","1984-1986","De 30 à 49 ans",88.3539,33.5420517331136
"R0Z","1984-1986","50 ans ou plus",28.72382,10.9045085323075
"R1Z","1984-1986","Moins de 30 ans",314.27914,45.7959566844954
"R1Z","1984-1986","De 30 à 49 ans",273.46974,39.8493147447209
"R1Z","1984-1986","50 ans ou plus",98.5107,14.3547285707837
"R2Z","1984-1986","Moins de 30 ans",96.47664,26.2278125245266
"R2Z","1984-1986","De 30 à 49 ans",207.92138,56.5248020088681
"R2Z","1984-1986","50 ans ou plus",63.44295,17.2473854666053
"R3Z","1984-1986","Moins de 30 ans",86.98508,15.2033868189336
"R3Z","1984-1986","De 30 à 49 ans",292.17375,51.0665799190894
